gene,length
OR1E2,971
,
ELSPBP1,30522
,
VAMP1,8440
,
CKMT1A,6336
,
PSTPIP2,88736
,
RBM11,12242
,
CLN8,45933
,
RCHY1,35731
,
NOVA2,40310
,
UTP11L,
,
CWC25,24914
,
RP11-368J21.3,
,
UPK1B,31626
,
RAET1G,6243
,
BHLHE41,5007
,
FADS3,18532
,
PPP1R2,28958
,
LIF,6306
,
OR7A10,8456
,
NUCKS1,37360
,
CYBRD1,35882
,
NYX,28367
,
NUP43,25350
,
DLX2,3462
,
CST9L,3752
,
ANKRD49,5599
,
DUT,12362
,
RP11-445N18.7,
,
DLX4,6371
,
CSNK2A2,40199
,
POLE2,44867
,
BCS1L,4679
,
HUS1B,1161
,
ULK3,7228
,
PRSS53,6191
,
C22orf46,
,
SOCS2,13673
,
PRTFDC1,103992
,
SLC35E1,22584
,
EIF3M,22466
,
MORF4,970
,
UCHL1,12042
,
FAM118B,51260
,
DYNAP,11736
,
SEPSECS,40536
,
FGF21,2809
,
YBX2,6376
,
IZUMO2,10733
,
SULT4A1,38004
,
SSMEM1,10500
,
LENG1,4560
,
TUBA1C,85864
,
H1F0,
,
CST1,3706
,
TMEM207,21246
,
ARX,12726
,
SFXN4,24947
,
ARR3,13535
,
RCN1,14648
,
DUS1L,8381
,
FGL1,45985
,
RAB40C,39915
,
TSEN34,4598
,
NSMF,11764
,
CIB2,26929
,
ARL6IP1,9963
,
DBI,5626
,
ZNRF1,111970
,
METRNL,15513
,
FUT11,7975
,
MSMO1,15497
,
KLRD1,103550
,
IGKV1D-16,502
,
TIGD6,7536
,
ALG5,51025
,
C5orf38,
,
ACOT8,15684
,
PTP4A3,40459
,
PLIN2,40915
,
LYPD6,144153
,
PNRC2,6623
,
GGT6,3891
,
DNAJC17,42317
,
TNNI1,26082
,
SMUG1,67731
,
TEX37,
,
MAPKAPK3,37771
,
BTLA,38405
,
TMEM101,12758
,
NRN1,9606
,
RNF39,5583
,
SERINC1,28456
,
MTFR1L,14302
,
MIOX,3864
,
STK19,11730
,
LECT2,32704
,
ANKRD26P1,50610
,
IDH3A,40447
,
FLOT1,15023
,
GJC2,9896
,
IL33,42197
,
KCNJ9,9025
,
LTA,2270
,
RTBDN,9950
,
PLEKHD1,46859
,
CDK1,16521
,
GAR1,9230
,
PRKRIP1,62804
,
TRAPPC13,41444
,
SLC39A3,7824
,
ATF5,5233
,
FBXO27,42071
,
TMEM106B,32097
,
FAM213A,
,
KCTD6,10264
,
KLC3,18086
,
UBE2U,63745
,
TPD52L2,26317
,
ALKBH4,8625
,
NT5C3A,48683
,
ATP4B,9394
,
GSTA5,9188
,
PSME3,19375
,
BCAP31,24073
,
FBXW2,41438
,
C14orf166,
,
PSMD10,7342
,
SLC25A38,13981
,
ST3GAL2,63260
,
HSD17B3,66870
,
ENO2,9953
,
NIF3L1,14611
,
CALCOCO2,37210
,
PARS2,7625
,
GPR160,47397
,
D4S234E,
,
SOX12,4672
,
C1orf198,32470
,
GBP1P1,15924
,
ASB14,24343
,
C12orf43,16016
,
IFNGR2,75935
,
TMEM138,15926
,
C2orf57,
,
SHISA5,37028
,
MEF2B,46564
,
TSPAN31,12206
,
SH3GLB2,21295
,
GALM,75156
,
OR1E1,1306
,
NPRL3,54406
,
ACPT,
,
EMP2,52210
,
SPSB1,76638
,
GZMB,3313
,
FLJ33360,
,
CROCCP3,40504
,
IL22,5362
,
NCLN,24012
,
POLR1E,17749
,
CCDC64B,
,
HYAL1,12491
,
PARVA,157793
,
MOSPD3,3282
,
RPS9,48194
,
AKTIP,13371
,
ANKRD29,63985
,
GPR18,7012
,
USF1,6726
,
ROPN1B,14294
,
EIF4E,49857
,
OLA1,176152
,
SLC35A3,66283
,
ATF3,55443
,
SFRP1,47511
,
KANK3,20678
,
ARPC2,37215
,
RAB27B,177656
,
BTBD6,2560
,
PBX4,56986
,
SLA2,33878
,
MED28,19464
,
PPAPDC3,
,
CCDC159,10260
,
LDHB,122515
,
PROZ,13738
,
OR2M1P,950
,
CYHR1,
,
CGREF1,20239
,
TPTEP1,1700
,
KLRF1,17526
,
EIF2B1,13360
,
DNAJB1,46602
,
NRIP3,39606
,
PITX1,7079
,
SHF,33961
,
HSP90B3P,1566
,
PDZK1,37296
,
CYR61,
,
LRRC45,7846
,
DHRS12,36170
,
FADS1,29691
,
C9orf78,8573
,
TRBV21OR9-2,465
,
C12orf74,
,
PDGFRL,67638
,
PKMYT1,12455
,
QPCTL,11586
,
YIPF3,5153
,
CMA1,2912
,
OSGEPL1,16567
,
SLC35B4,27598
,
TMEM187,10440
,
RASL12,23353
,
RNF141,29557
,
TMEM45A,84825
,
SNRNP40,37220
,
PPIAL4G,754
,
SPHK1,11276
,
RAB38,62192
,
FAM209B,3274
,
RIT1,13596
,
TM4SF4,28697
,
RGMB,29993
,
PRKAB2,17444
,
GRTP1,39985
,
SNAI1,5906
,
HAND1,3255
,
RALY,114662
,
SPACA7,58334
,
MPZL2,11120
,
ZFPM1,83751
,
MEIOB,50308
,
HSDL1,23051
,
TPGS2,51569
,
SHISA9,338818
,
SUMF2,16668
,
SPAG4,5265
,
SLC35F2,137302
,
TMEM81,1331
,
CRYGC,1691
,
TPI1,3829
,
LYSMD3,13973
,
PIH1D3,
,
TAS2R20,2343
,
OR2A1,10318
,
RP11-286H14.4,
,
FOXD3,2561
,
TM4SF19,19161
,
SPATA9,46530
,
HEXB,82624
,
CHMP2B,28285
,
WBP1,2491
,
TEX33,
,
OTOR,21704
,
RGS17,126823
,
CACNG8,27278
,
TPSD1,2949
,
AKR7A2,10153
,
RPL6,13649
,
DNASE1,68415
,
PPIC,13475
,
HOXD1,2239
,
HLA-DPB1,13760
,
SRSF12,24122
,
DENND6B,17982
,
HIST1H3C,
,
CD99,50122
,
FOXF1,4895
,
PHLDA1,6329
,
ASCL4,1940
,
MOB3B,204605
,
THUMPD1,39268
,
CBX7,32513
,
C8orf33,14220
,
C9orf64,
,
LSM11,16997
,
SLC35D1,54798
,
LRRFIP1P1,2245
,
RPL23A,4374
,
RP11-32B5.7,
,
RSPH9,27564
,
GPR68,21393
,
SH3BGR,69651
,
EID3,1466
,
LIPN,19644
,
DRAM1,134550
,
FBXW4,84631
,
PICK1,19390
,
CA4,20957
,
PVRIG,3249
,
ARL8B,58662
,
AIFM2,34711
,
OTUD3,30550
,
CCDC84,
,
NHLH2,7540
,
APOL2,13745
,
GCA,52755
,
PPAP2C,
,
SFXN2,28954
,
MRPL32,16582
,
PSMD6,13460
,
RNASE10,8347
,
SAE1,97362
,
ADRB3,3609
,
SFXN3,10007
,
HNRNPA0,8712
,
E2F2,24795
,
POLB,33354
,
NDUFAF5,36573
,
GDPGP1,12003
,
IDI1,9967
,
GGH,24526
,
EVA1A,100420
,
PRB4,3359
,
XXbac-BPG32J3.19,
,
C11orf42,5578
,
IGLON5,19247
,
SPDYA,68094
,
CGB5,1463
,
SNX24,185915
,
ODAM,8851
,
SDR39U1,3139
,
POLR2F,89308
,
TMEM68,76983
,
FDFT1,43822
,
UBAC1,28404
,
NPVF,3916
,
ISPD,
,
GNAT1,6086
,
OR2T35,8922
,
P2RX4,24041
,
MYOZ1,9862
,
CPLX4,43493
,
CDC37L1,28840
,
DUSP7,7652
,
TDP2,16951
,
RPL28,17318
,
AC126323.1,
,
PRG2,3870
,
SPP2,26455
,
OXTR,19247
,
PHB2,5453
,
SURF6,7412
,
HSF4,5264
,
STK17A,67955
,
LRRC37A4P,42226
,
POU3F3,5287
,
PELO,16128
,
BNIP1,19945
,
HBB,3931
,
ASPDH,3090
,
STOML2,3419
,
CCND3,115423
,
EAPP,23766
,
5-Mar,
,
GAL3ST2,27465
,
ANKRD22,31948
,
TNIP2,14694
,
LACC1,14648
,
MSGN1,1338
,
MLX,6167
,
RABL2A,16167
,
LIMS1,153575
,
RILPL1,63665
,
IMMP2L,899873
,
ADCYAP1,7301
,
SPAG11B,20990
,
NUDT10,5294
,
BARHL1,7646
,
NPIPA1,29258
,
FOXL2,2913
,
LIPT1,8202
,
RAD1,13729
,
ZFP92,15009
,
TPRA1,27035
,
FAM60A,
,
GOLGA6L2,8205
,
HSH2D,24547
,
UNKL,51546
,
VTI1A,371746
,
EDN1,6833
,
LGALS13,4950
,
GJB1,12705
,
YY1,44490
,
EIF3K,17873
,
ZDHHC16,11200
,
INPP1,28095
,
CD55,65285
,
VAT1,10516
,
CUEDC2,9339
,
BRCC3,51657
,
IGHV4-59,576
,
TMLHE,230087
,
CCNB1,11110
,
FAM200A,12236
,
PPP1R3B,15319
,
LMO4,20043
,
IFNA17,979
,
SCARF2,13242
,
SLC25A20,41978
,
TIMP1,4381
,
TTC4,26796
,
IFT46,28442
,
TRMT10B,25169
,
RRS1,1719
,
UBXN2B,40142
,
RASSF1,11198
,
ARHGDIB,19697
,
NMI,19424
,
FAM98C,5995
,
CLIC2,58446
,
RTCA,26553
,
PHF11,33371
,
TTC22,21611
,
MMP7,10242
,
RNASEH2B,114373
,
GRB2,87633
,
CFL1,39004
,
UPP1,20108
,
GPN1,23264
,
RGS9BP,2452
,
USE1,4891
,
LCAT,4381
,
STX5,25191
,
SCRT1,5917
,
CCDC144NL,2628
,
MAPK13,16715
,
ZCCHC3,2751
,
SLC2A8,11286
,
RHBDL2,56023
,
CLCC1,81642
,
MRAS,57886
,
RSU1,226852
,
MMD,29302
,
C8orf48,1419
,
KCNJ13,10763
,
BCL2A1,10304
,
NAT8,1699
,
MB21D1,
,
MRI1,9760
,
GSTA2,13388
,
AMZ2P1,5295
,
ZBTB25,56107
,
TCEANC,28852
,
PTCD2,48028
,
ARF5,3314
,
LEFTY2,4785
,
TALDO1,17597
,
IL7,129780
,
NPRL2,3496
,
FAIM,24770
,
ATPAF1,41130
,
SLC25A45,8509
,
NR5A1,26184
,
GAREML,
,
LYPD6B,177155
,
OR52I1,974
,
RNASE9,4954
,
UBE2W,98813
,
ERI3,134190
,
CD160,19817
,
RRAGC,21574
,
RPL10A,2384
,
TIMP4,5844
,
TCEAL3,22239
,
C2orf40,
,
TSPAN7,127378
,
NCF1,15304
,
PIGU,138248
,
CHST13,19136
,
CDK7,42635
,
PTCRA,9849
,
ANP32A,42362
,
SLC35F6,16947
,
C6orf195,
,
C14orf119,4951
,
PRB3,3793
,
HEYL,16208
,
NOMO3,68300
,
UFD1L,
,
LRPAP1,28834
,
NACAP1,
,
PFN2,85884
,
NAA50,29842
,
PRR22,1786
,
CHGA,12135
,
DNAJC12,41519
,
SMR3B,20151
,
PDCL2,35726
,
FNDC5,10214
,
ROGDI,5912
,
AQP12B,6488
,
C12orf60,102920
,
HELT,2463
,
RHOXF1,136216
,
VCX,1881
,
C19orf66,
,
DLK2,6280
,
DHRS4,15545
,
PTAR1,50489
,
BCDIN3D,7063
,
ALAD,14978
,
NXPH3,7956
,
HDGFRP3,
,
RAB33A,12908
,
MVB12A,28002
,
ADAL,
,
TMED5,30774
,
GTF2E2,79918
,
TMEM194A,
,
MYEOV,47531
,
ANGPTL7,6626
,
CLRN3,15100
,
PSMD4,12770
,
GSTA1,12489
,
TBP,18568
,
SREK1IP1,50543
,
INPP5K,22165
,
GHRL,7281
,
CLDN25,689
,
ATP5S,
,
TMEM133,
,
RAB11B,14453
,
FOXL2NB,6773
,
IGKV2-24,832
,
CIPC,19161
,
PSMB5,18687
,
C8orf4,
,
RNFT1,12521
,
RNASE2,949
,
ERLIN1,35939
,
TREML4,10543
,
ATAD1,89849
,
SSX8,
,
CDK5,4082
,
DEFB112,7830
,
MPPE1,25744
,
AJ271736.1,
,
COMMD9,20165
,
IGIP,3455
,
ACOT2,8038
,
ABT1,3786
,
ZFAND5,13822
,
GRXCR2,78605
,
IL25,3594
,
PRR32,2057
,
SUMF1,766459
,
ETFB,21219
,
LAT,5958
,
DOK7,38167
,
IFNA10,962
,
C5orf51,
,
SLC25A16,49525
,
TCL1B,6202
,
SLC35B3,24126
,
TSPAN19,21966
,
CCDC79,
,
IZUMO1R,3566
,
FAM86DP,12149
,
SLC35E4,33235
,
CYP2B7P,24961
,
MFNG,17330
,
PLP2,3337
,
TMEM97,9485
,
ING4,12841
,
TMEM217,45975
,
PLEKHF1,10018
,
CDK9,5113
,
MAP1LC3C,3608
,
RP11-651P23.5,
,
SLC25A40,42792
,
HACD3,47931
,
POLR1C,52717
,
ECHDC1,54897
,
CERS1,28182
,
CRLF1,35521
,
DCUN1D2,35132
,
RBPMS,187745
,
RHOU,11185
,
LRRC19,12536
,
STYX,44823
,
COQ5,31155
,
AHSA1,11602
,
HAAO,25504
,
HIBADH,137441
,
NR2C2AP,2005
,
C1QL3,8145
,
WISP2,
,
BSPRY,21692
,
CCDC3,203027
,
ARMC10,24878
,
DCDC2B,7103
,
CRLF2,22233
,
TMEM51,67946
,
LYPLA2,4429
,
LRRC57,10982
,
ZNF296,4978
,
SLC6A10P,6795
,
VASN,11690
,
C21orf58,23694
,
RPH3AL,173865
,
TRH,3247
,
MDH2,19457
,
AL591893.1,
,
MRGBP,5256
,
KRTAP10-12,872
,
BEX4,2138
,
DPY19L2P3,92367
,
NBPF7,
,
OR6P1,9974
,
RCN2,22655
,
YWHAG,32192
,
RMDN3,19967
,
ZSCAN26,11166
,
EBLN2,1678
,
POC1A,79464
,
OTUB2,22590
,
BRDTP1,676
,
CSTL1,18826
,
SLC39A2,2616
,
MNAT1,235223
,
DUPD1,
,
MIEF2,5955
,
CST11,2473
,
RGS16,5766
,
STX7,67331
,
CTDSP2,26802
,
CD7,4044
,
SLC25A28,12274
,
TMEM147,1926
,
DTHD1,65895
,
SFN,1307
,
CD274,20063
,
PEX26,27473
,
DFFA,16007
,
LRRC70,2627
,
SCAMP2,29635
,
TNFRSF10C,14524
,
MEMO1,146170
,
MYOG,2883
,
STEAP1B,308169
,
ADIPOQ,15759
,
COPG2,162510
,
TRIM63,17135
,
SPATA19,4907
,
3-Mar,
,
DUSP19,21449
,
LENG9,2046
,
SNX11,20244
,
NINJ2,99293
,
CLDN19,7161
,
REEP2,7912
,
UBAC2,185730
,
CENPL,25333
,
DERA,126079
,
RCL1,92973
,
IGKV1D-8,657
,
ACAA2,31789
,
GOSR1,50230
,
C19orf26,
,
VSX2,23289
,
METTL7A,
,
CBX5,49191
,
GMFG,14019
,
TMEM163,263241
,
CRTAP,33759
,
PRKAB1,13760
,
CAPNS1,10400
,
SLC25A11,2923
,
ATF1,57452
,
LGALS9B,18144
,
HERC2P4,34959
,
NDUFAF6,220922
,
ISL2,5702
,
UCP1,9530
,
AIDA,45197
,
ALKBH6,5119
,
KCTD14,30476
,
DNAJC27,28458
,
EIF5A,5464
,
WDR38,4473
,
KRTAP5-11,21498
,
GINS4,15812
,
NDUFA5,20907
,
GATA5,12498
,
CTXN3,9548
,
FBP1,37116
,
IFI35,7716
,
FAM102B,
,
POTED,36046
,
TANGO2,50150
,
CCDC117,16627
,
HPCAL1,124728
,
COX11,16801
,
ZNF691,5904
,
EDDM3A,2493
,
CCL7,2021
,
SURF4,14716
,
FNDC8,9117
,
CYP26C1,8742
,
CDCA8,17238
,
AC092017.1,
,
HIST1H3F,
,
ARL6IP6,44749
,
GBX2,3150
,
MRPS9,61891
,
MDH1,18588
,
FOXI2,3998
,
OTUD6B,16899
,
FEN1,4327
,
TEX19,4528
,
ZNF32,5021
,
GBAS,
,
TMEM173,
,
SPIB,12376
,
RBPMS2,35698
,
TMEM189,
,
C1orf56,4235
,
NDUFAF1,22185
,
SNAPC3,43219
,
C4orf29,
,
TMEM18,13529
,
C6orf25,
,
LZTFL1,92726
,
B3GNT8,3371
,
CBR3,11483
,
ZNF346,58493
,
LINC00886,
,
SPATA2L,5348
,
CACYBP,12864
,
DHODH,19076
,
PEX3,39811
,
TSPAN6,12883
,
LYZL2,17983
,
METTL8,119056
,
RBKS,109302
,
ARMC1,31759
,
HIF1AN,30926
,
TSNAX,37983
,
HOXB4,2843
,
SRR,21877
,
BMS1P1,11422
,
PRPH,3539
,
SMPD2,3195
,
SMR3A,6398
,
CCDC109B,
,
SUV39H2,25495
,
MRPL39,21861
,
MRPL46,7913
,
CENPBD1,
,
CYB5R1,5402
,
HIST2H3PS2,
,
TMEM140,18143
,
TMEM82,5483
,
ZC3H12D,38219
,
DCANP1,3134
,
RAB28,123011
,
PIK3IP1,10940
,
AVEN,216373
,
KCTD7,20186
,
ZNF367,32429
,
SERINC5,144820
,
LCE2D,1279
,
ITM2B,37745
,
FAM174A,51403
,
IL18BP,8702
,
PHF7,12981
,
CIB3,12157
,
UBA5,25348
,
ABHD6,58161
,
C20orf85,
,
NEUROG1,1682
,
UBE2R2,103239
,
TMEM74B,4854
,
IGKV1-6,505
,
TMIGD1,17726
,
SOWAHA,3484
,
TM4SF5,11329
,
CLEC1B,27782
,
RAB3IL1,22968
,
INSM1,2845
,
RRAS2,86584
,
SFTA3,47942
,
PTGIR,6539
,
SIGIRR,11740
,
ARHGEF35,9796
,
RELL2,4114
,
AGMAT,13352
,
TFPT,8637
,
TEX30,7923
,
BCL7C,60676
,
LMO2,33500
,
CRIPAK,
,
CREG2,41953
,
ORAI2,23719
,
CCDC59,135124
,
KIR2DS4,15893
,
RAB5B,22770
,
VPS28,4962
,
PIH1D2,11056
,
FAM84B,
,
C8orf46,
,
TSPAN9,209209
,
ICMT,14779
,
PLA2G2F,11058
,
IMP4,5090
,
EREG,23604
,
NAPG,26859
,
C6orf106,
,
IL15,97404
,
FAM50A,6513
,
C19orf12,16852
,
MAP1LC3B2,28501
,
TRIM47,4417
,
MRM1,7381
,
SNUPN,28386
,
DACT2,26947
,
GLT8D1,11546
,
HIST1H4E,
,
MRPS7,4702
,
CTC-260E6.2,
,
TTC19,45231
,
SNX30,130911
,
SP6,10966
,
ACOT4,3893
,
CCDC51,8292
,
ELMOD2,29602
,
CCRN4L,
,
MRPL47,16364
,
SGTB,57107
,
SMAD6,80613
,
KCNG3,51965
,
PPP1R8,20894
,
CHRFAM7A,33283
,
HIST1H1T,
,
SUSD3,26445
,
ZCCHC9,11710
,
FAM107A,63493
,
RPRD1A,83189
,
RASL11A,4362
,
PPTC7,50073
,
ARFRP1,9383
,
SEC62,31738
,
CBWD2,
,
CDV3,16575
,
LRP11,45602
,
PDGFA,23038
,
TMEM139,8091
,
LBHD1,9450
,
UNC93B1,13882
,
DBP,7349
,
WNT4,26656
,
KLHDC1,60045
,
ASCL1,2839
,
REEP5,45904
,
FAM180A,20465
,
OR13J1,938
,
TSSK3,12791
,
IL10,6939
,
RPF1,19093
,
TMBIM6,57209
,
TAF1D,54443
,
ORM1,3381
,
ZG16B,9332
,
RPLP0,4536
,
ITM2C,14609
,
MBIP,22073
,
YIF1A,4612
,
C2CD4A,3940
,
CHIC1,123914
,
GPALPP1,48140
,
SLC37A4,7155
,
TMEM53,39243
,
TM2D3,30947
,
GOLPH3L,50924
,
C22orf31,3159
,
LYSMD4,17864
,
IGHV1-46,739
,
KCNRG,5668
,
SLC16A3,43195
,
LCN8,4157
,
CKMT1B,11847
,
IFNA14,1003
,
MAPK12,16266
,
GNAT2,16838
,
AGR2,41622
,
BRMS1L,105987
,
MBD3L1,10963
,
CCL4L1,
,
RP4-595K12.2,
,
NCS1,64899
,
IGHV4-61,538
,
DDI2,51586
,
HS3ST6,6940
,
AURKB,5867
,
PACRGL,56625
,
IGHV2-70,443
,
VGLL2,8007
,
EFCC1,39438
,
CDK3,5144
,
NSMCE1,43778
,
C16orf59,
,
CCDC24,5169
,
PPP1R42,92505
,
SLC10A1,21825
,
PLEK2,25183
,
EVX1,7793
,
APTX,138529
,
IL21,10958
,
SHFM1,
,
ANKRD23,33408
,
SBDS,8013
,
KRTAP6-3,615
,
NANOS3,18694
,
RNU6-614P,106
,
NUTF2,25685
,
WNT10A,18729
,
SLC25A5,2974
,
NDUFS7,12062
,
HOXB8,3915
,
KRTAP5-2,1117
,
AKR7A3,6197
,
OMG,25526
,
VASP,20410
,
PLA2G12B,20044
,
VDAC1,33104
,
MSANTD3,24591
,
POU5F1,16394
,
KDELR1,8976
,
AP3S1,72489
,
EXOG,46034
,
CDIPT,5057
,
CRBN,35099
,
B3GAT3,6858
,
CCNG2,276181
,
HIST1H4K,
,
RP11-119F19.5,
,
CSN1S1,15506
,
ZFAND3,334897
,
KRTAP5-3,898
,
CRYGA,2849
,
CTSL3P,1846
,
SBK2,8522
,
HMX2,2536
,
SMTNL2,24320
,
CTB-61M7.1,
,
MRPL9,3849
,
SOCS7,53749
,
CXCR5,13895
,
SRRD,10781
,
CELA1,18237
,
C12orf71,1521
,
TMOD1,100563
,
SORD,54038
,
TGDS,22188
,
KRTAP4-6,1111
,
ANKRA2,13477
,
AL589843.1,
,
DNM1P47,13408
,
PPIL6,50956
,
PPP1CA,23002
,
SPSB4,97264
,
KRTAP13-4,806
,
SDC4,23136
,
SOCS3,3299
,
TST,9324
,
RDH13,32183
,
IGKV3D-11,612
,
RD3,15640
,
ANXA2,55749
,
EPM2A,353488
,
NUBP1,25565
,
ICAM4,1567
,
S1PR2,9898
,
C16orf45,
,
C1orf186,
,
TEF,31993
,
KDELR3,15369
,
LEFTY1,25100
,
LRRC59,22464
,
PKDCC,10496
,
TEPP,
,
CHMP4C,27067
,
F3,12586
,
IBA57,16453
,
YBX1,21387
,
ZPR1,14240
,
TBC1D29,
,
FGF18,37979
,
WWTR1,219479
,
FN3K,15581
,
ZNF252P,23533
,
C15orf41,
,
RNF175,49864
,
PSMD7,9474
,
RNF185,46837
,
OBP2A,3843
,
ATP5F1,
,
SYCP3,10824
,
GTF2H3,28865
,
TMEM72,25694
,
CTRC,10800
,
IL27,12689
,
VPS37C,31358
,
G6PC3,11531
,
TLX1,6489
,
MXD3,11296
,
CERS4,55697
,
UBE2C,4381
,
GOLGA8A,58873
,
RBFOX3,521706
,
SYNGR4,12010
,
OGFOD1,27583
,
ZDHHC21,106666
,
PLIN1,15060
,
C11orf53,
,
SPRR2B,1385
,
LYVE1,54723
,
HACD1,28342
,
LCN2,4382
,
MS4A15,19866
,
MRPL43,18057
,
RAB36,20297
,
CTC-512J14.5,
,
MOB3A,25637
,
ROCK1P1,1662
,
BYSL,11821
,
STOML1,15696
,
FAM20C,68201
,
NDUFB5,22957
,
CST4,3398
,
RAB18,40943
,
SLC25A51,24953
,
RPAIN,13236
,
DNALI1,9938
,
CLCN3P1,13900
,
RABL3,58055
,
DAND5,9601
,
GAPDH,3862
,
MEOX1,21533
,
AURKA,22948
,
IFNA4,969
,
ARID3A,50158
,
IL26,24461
,
CDR2L,18168
,
GZMH,3219
,
ORAOV1,
,
PSTK,43132
,
HDHD1,
,
ECHS1,10869
,
FKBPL,1581
,
C2orf81,7443
,
PAGE5,3762
,
IFNL3,1795
,
PPID,14269
,
SLC35D2,70267
,
APOF,2289
,
DNASE2,6386
,
PRG3,4381
,
NKIRAS2,14262
,
FAM220CP,830
,
MVD,11226
,
TPRN,12576
,
PDK1,53296
,
RAB4A,34832
,
LCE2A,1097
,
CETN2,3763
,
VPS37A,55496
,
SERPINB1,9627
,
OTUD1,3302
,
NEUROG3,1724
,
TAS2R42,944
,
AUH,148103
,
PPP4C,9398
,
C7orf66,
,
CCDC144NL-AS1,161199
,
P3H4,10657
,
TRIM52,7073
,
FAM221B,12356
,
PGF,13792
,
RNF149,37482
,
RP5-998N21.4,
,
ERP27,24498
,
TRBV19,683
,
MUC12,49374
,
TMEM127,17547
,
RAB35,22403
,
TAPBPL,14827
,
MYEOV2,
,
FBXL12,17549
,
CAV3,108006
,
RNU6-389P,104
,
CCNK,53875
,
TNFRSF17,2858
,
ELAC1,20130
,
COPS7B,27583
,
C17orf75,25458
,
LACRT,4084
,
TOMM40,13120
,
VAPB,61872
,
MBLAC2,16562
,
GOLGA6D,12695
,
LYSMD1,6200
,
PECR,86626
,
APOOL,89438
,
NAA60,43304
,
IGKV3D-20,631
,
ST6GALNAC4,9155
,
C12orf5,
,
IGHV1-45,495
,
N6AMT2,
,
TREX2,26114
,
PPP4R1L,54610
,
CNNM3,19137
,
GTSF1L,838
,
PPIAL4A,759
,
ETFA,123175
,
LRRC61,14893
,
GKN1,6407
,
KRTAP10-1,1214
,
THAP6,36527
,
IGKV1-27,505
,
RPS7,5660
,
LIX1L,24594
,
CABLES2,18651
,
MOCS2,14384
,
CNN2,12482
,
CSN3,13092
,
SNAI3,8819
,
RNF4,53637
,
ORC6,8751
,
TRBV4-1,482
,
CMPK1,61076
,
MLYCD,52330
,
HLA-DQB2,7434
,
SYAP1,45728
,
EEF1B2,3343
,
SPI1,54509
,
TRAF4,6945
,
CCL14,3716
,
CYGB,23819
,
PRSS48,14701
,
MTCH2,25292
,
ZDHHC20,110586
,
ANKRD16,28290
,
KLHDC2,18255
,
HMP19,
,
SUSD6,103548
,
RGS11,7679
,
DHRS7B,69901
,
WNT8B,20735
,
SUDS3,41478
,
PGAP3,25675
,
C1orf226,7971
,
MYOZ2,51957
,
SBSPON,59545
,
LRR1,15911
,
CAMKMT,410645
,
HIST2H2AC,
,
SMIM12,147018
,
FAM58BP,
,
OVOL1,10151
,
DUSP1,3099
,
CD74,11332
,
MTX3,14546
,
C9orf152,18111
,
ACRV1,9352
,
NRIP2,10196
,
FBXL14,28588
,
ABHD5,44263
,
ALMS1P,
,
PAK1IP1,14810
,
METTL18,2434
,
OR7E5P,705
,
TMEM151A,4770
,
TNF,2771
,
TPD52L1,145358
,
HCP5,31326
,
DDOST,9777
,
RPSAP52,877
,
C9orf117,
,
UBL7,15205
,
IGKV2D-24,832
,
FAM173B,
,
LRRC39,29819
,
NANS,26345
,
HESX1,29768
,
POMZP3,17293
,
CXorf40B,
,
GLIPR1L1,35890
,
TMEM150B,21247
,
PRSS22,5440
,
TCF23,7970
,
C5orf45,
,
MYPOP,12590
,
NOSIP,34794
,
ATP5SL,
,
FRG2DP,822
,
MRPL44,10251
,
C3orf35,
,
MPZ,5233
,
RP11-333E13.4,
,
FUZ,10510
,
USP50,52690
,
CITED2,2841
,
STARD6,33606
,
GPN3,16782
,
FAM64A,
,
REM2,4456
,
FA2H,61876
,
ALG1L2,31396
,
DTWD2,152473
,
DNAJC18,35903
,
YWHAEP5,764
,
NUDT22,4745
,
FAM212B,
,
NPIPB15,15809
,
SHISA6,322850
,
EMC10,14471
,
S100A7A,6702
,
EMC7,17845
,
CT55,14858
,
RGS2,3236
,
ALG1L,
,
NAP1L5,1916
,
NTAN1,18225
,
HIBCH,154458
,
UBE2E3,109337
,
GMFB,14541
,
IGKV6D-41,576
,
KRTAP15-1,594
,
KCTD4,8192
,
UNG,29128
,
RP11-812E19.9,
,
URM1,20655
,
FAM92A1,
,
PNPLA4,29492
,
KLRC4,6698
,
KLRC3,8280
,
PIFO,
,
CREB1,76251
,
CA5B,99581
,
PLEKHA2,72677
,
SLC35C1,8944
,
EGLN1,58536
,
METTL24,114409
,
TRUB2,17288
,
NMNAT1,42073
,
ADPRHL2,
,
AKAP14,24879
,
TOMM34,18267
,
CD68,2620
,
PGRMC1,8221
,
KRTAP13-3,546
,
XPA,22431
,
RP11-423H2.1,
,
CETN3,17509
,
EPO,3232
,
RAP1B,61046
,
CCK,8360
,
YIPF6,38720
,
C20orf27,
,
DDAH1,259882
,
COPE,19873
,
MED22,9819
,
EPHX3,6516
,
ZNF24,13255
,
LIPA,200988
,
TMED8,42065
,
C1orf159,34543
,
TSHB,4476
,
FHL3,8842
,
DECR2,10629
,
C18orf32,10009
,
SEH1L,40403
,
HNRNPLL,41617
,
PODNL1,22205
,
SRSF3,11558
,
CCNYL1,50299
,
EI24,15404
,
CAPN8,127716
,
CYB5R3,105140
,
SAMD5,228857
,
PDCD7,16429
,
SPRR3,2109
,
ANKRD20A19P,450
,
SUGT1,48200
,
ABHD10,14358
,
AIF1,1804
,
IGFBP2,31608
,
